sentence,label,wc,sscore,nega,prosing,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
doing work alone at my desk with poor lighting in my stuffy one bedroom apartment has gotten so old i just hate doing work at this point i feel so unmotivated,No,31,-0.556776436,16.12903226,12.90322581,28.19,9.86,96.96,1,31,12.9,90.32,48.39,16.13,12.9,12.9,0,0,0,0,3.23,0,12.9,9.68,9.68,6.45,0,19.35,6.45,0,0,3.23,0,9.68,0,9.68,0,3.23,3.23,0,0,0,0,0,3.23,3.23,0,0,0,0,0,3.23,0,0,3.23,0,0,0,0,0,12.9,0,6.45,3.23,3.23,0,3.23,16.13,0,16.13,0,12.9,3.23,9.68,0,6.45,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
he said he would heard it would have a negative reaction to the flu vaccine that they do not even get,No,21,-0.55645562,14.28571429,0,5.89,82.96,1,25.77,21,14.29,95.24,71.43,23.81,14.29,0,0,0,9.52,4.76,9.52,9.52,4.76,19.05,4.76,0,9.52,33.33,0,0,0,0,0,0,0,0,0,0,0,23.81,0,0,0,9.52,19.05,0,4.76,9.52,0,0,4.76,9.52,0,9.52,0,4.76,0,4.76,0,0,4.76,0,0,0,4.76,0,9.52,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but i am still really nervous that i will somehow contract covid from one of the workers,No,17,-0.554800242,5.882352941,11.76470588,15.27,1,91.95,1,17,23.53,88.24,70.59,17.65,11.76,11.76,0,0,0,0,5.88,5.88,11.76,11.76,17.65,5.88,0,11.76,5.88,0,0,5.88,0,5.88,0,5.88,5.88,0,0,0,0,0,0,0,17.65,0,0,0,5.88,0,11.76,0,0,0,0,0,0,0,0,0,5.88,0,5.88,5.88,0,0,0,5.88,5.88,5.88,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
are you struggling with anxiety or depression about the coronavirus or social distancing?,No,13,-0.554700196,23.07692308,7.692307692,65.46,77.92,63.54,1,13,38.46,92.31,53.85,7.69,7.69,0,0,7.69,0,0,0,7.69,15.38,7.69,7.69,15.38,0,7.69,0,0,0,0,0,23.08,0,23.08,15.38,0,7.69,15.38,0,0,0,0,15.38,0,0,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0
and i know this is all stupid to complain about,No,10,-0.553398591,20,10,25.89,50,43.37,1,10,10,100,60,20,10,10,0,0,0,0,10,0,20,10,10,10,0,20,10,0,0,0,10,20,0,20,0,10,0,10,0,0,0,0,20,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that is where my anger for the pandemic kicked in,No,10,-0.553398591,20,10,78.3,15.86,93.3,1,10,10,90,70,20,10,10,0,0,0,0,10,10,20,10,10,0,0,20,0,0,10,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it was such an unnecessary death,No,6,-0.551135192,33.33333333,0,18.82,50,1,25.77,6,16.67,83.33,66.67,16.67,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anyone thinking with vaccines so close around the corner combined with these variants spreading that this is the most dangerous time of the pandemic?,No,24,-0.551135192,8.333333333,0,88.46,66.17,48.89,1,24,29.17,79.17,54.17,16.67,0,0,0,0,0,0,16.67,12.5,16.67,4.17,8.33,4.17,0,8.33,8.33,4.17,0,0,4.17,4.17,0,4.17,0,0,0,4.17,0,0,0,0,12.5,4.17,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,4.17,0,4.17,0,16.67,0,12.5,4.17,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,4.17,0,0,0,0,0,0
much of a risk is this?,No,6,-0.551135192,16.66666667,0,93.26,50,1,1,6,0,100,66.67,16.67,0,0,0,0,0,0,16.67,16.67,16.67,16.67,0,0,0,16.67,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
they make me very angry now,No,6,-0.551135192,16.66666667,16.66666667,1,50,98.01,1,6,0,100,66.67,33.33,33.33,16.67,0,0,0,16.67,0,0,0,0,33.33,0,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i know that was very unnecessary and irrational but my health anxiety forces me to do extreme things to make myself safe,No,22,-0.550217749,13.63636364,18.18181818,7.71,1.2,85.21,1,22,18.18,95.45,59.09,27.27,18.18,18.18,0,0,0,0,9.09,0,9.09,9.09,4.55,9.09,0,18.18,9.09,0,0,0,0,13.64,4.55,9.09,9.09,0,0,0,0,0,0,0,18.18,4.55,9.09,0,0,0,4.55,0,0,0,0,4.55,0,4.55,0,0,9.09,0,0,4.55,0,4.55,4.55,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but long story short although i have never been in any particular rush or panic to pair up with someone i have always had that nagging primal fear in the back of my head,No,34,-0.547080487,8.823529412,8.823529412,42.68,7.08,99,1,34,11.76,94.12,61.76,14.71,8.82,8.82,0,0,0,0,5.88,2.94,17.65,11.76,5.88,8.82,2.94,11.76,5.88,2.94,0,0,2.94,8.82,0,8.82,5.88,2.94,0,5.88,0,0,0,0,20.59,0,0,0,8.82,5.88,8.82,0,0,0,0,2.94,2.94,0,0,0,2.94,0,0,2.94,0,0,5.88,5.88,0,26.47,2.94,17.65,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am a frontline worker with two conditions that leave me more liable to a worse case,No,17,-0.545705156,17.64705882,11.76470588,93.26,11.97,28.81,1,17,11.76,76.47,47.06,17.65,11.76,11.76,0,0,0,0,5.88,11.76,11.76,5.88,0,0,0,11.76,11.76,11.76,0,5.88,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,5.88,0,5.88,0,17.65,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moving during this pandemic has been psychologically destructive and i have a history of mental health problems,No,17,-0.545705156,17.64705882,5.882352941,59.32,27.83,28.81,1,17,29.41,94.12,52.94,11.76,5.88,5.88,0,0,0,0,5.88,5.88,11.76,17.65,0,5.88,0,23.53,11.76,0,0,0,0,11.76,0,11.76,0,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,5.88,0,5.88,0,0,5.88,0,0,0,0,5.88,5.88,11.76,0,17.65,5.88,0,11.76,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am worried that after 2 years my system might forget the cold and i might get a bad case of it,No,21,-0.545544726,19.04761905,14.28571429,44.96,8.65,61.34,1,22,4.55,86.36,59.09,22.73,13.64,13.64,0,0,0,0,9.09,9.09,9.09,13.64,0,4.55,0,22.73,13.64,4.55,0,4.55,0,9.09,0,9.09,4.55,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,4.55,0,0,4.55,0,0,0,0,0,9.09,0,0,0,4.55,4.55,0,13.64,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
their losses were more acute than mine,No,7,-0.544268841,14.28571429,14.28571429,29.3,7.67,89.63,1,7,0,85.71,57.14,28.57,28.57,14.29,0,0,0,14.29,0,0,14.29,14.29,0,0,0,14.29,28.57,28.57,0,0,14.29,14.29,0,14.29,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my boss could have just said it is possible you were infected go get tested without saying where the infection come from,No,22,-0.543661827,13.63636364,9.090909091,21.87,67.52,31.94,25.77,22,18.18,100,54.55,13.64,9.09,4.55,0,4.55,0,0,4.55,4.55,9.09,18.18,9.09,0,4.55,45.45,0,0,4.55,0,0,0,0,0,0,0,0,13.64,0,0,0,0,13.64,0,0,4.55,4.55,0,4.55,9.09,0,9.09,0,9.09,0,9.09,0,0,9.09,0,0,4.55,4.55,0,13.64,22.73,0,13.64,9.09,4.55,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so one of the places i miss most during this whole,No,11,-0.54272042,9.090909091,9.090909091,80.14,18.16,85.21,1,11,0,100,54.55,18.18,9.09,9.09,0,0,0,0,9.09,9.09,18.18,0,9.09,9.09,0,9.09,9.09,9.09,0,9.09,18.18,9.09,0,9.09,0,0,9.09,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regardless of the answer i still will get tested it is just something i can not help but explore like yes testing still does way more to prevent the di sease from getting worse just wondering about this uninteentional side effect thank you edit to clarify i am wondering about how covid test sites will have a higher concentration of those with the disease,No,64,-0.478125,4.6875,6.25,56.25,31.97,88.24,25.77,64,18.75,93.75,54.69,12.5,6.25,4.69,0,1.56,0,0,6.25,6.25,14.06,10.94,10.94,3.12,1.56,20.31,4.69,6.25,1.56,0,1.56,3.12,1.56,1.56,0,0,0,3.12,0,0,0,0,18.75,10.94,3.12,1.56,4.69,0,3.12,0,0,0,0,1.56,0,1.56,0,0,9.38,1.56,0,3.12,3.12,3.12,1.56,12.5,3.12,10.94,1.56,6.25,3.12,6.25,0,0,0,0,0,1.56,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i urged him to go get tested but he refused since he said even if he had a cold his result would be positive because that is how they get their numbers up to scare people,No,36,-0.539583333,11.11111111,2.777777778,10.01,97.37,1,25.77,36,11.11,94.44,63.89,25,22.22,2.78,0,0,13.89,5.56,2.78,2.78,11.11,11.11,5.56,11.11,0,25,5.56,0,2.78,0,0,5.56,2.78,2.78,2.78,0,0,27.78,0,0,0,13.89,22.22,0,11.11,5.56,2.78,2.78,5.56,5.56,0,2.78,2.78,0,0,0,0,0,13.89,0,0,5.56,8.33,0,8.33,13.89,0,8.33,2.78,2.78,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
he is an older adult with many health issues and i know he is even more anxious than me,No,19,-0.539126975,10.52631579,10.52631579,35.06,50,19.27,1,19,5.26,94.74,57.89,21.05,21.05,10.53,0,0,10.53,0,0,5.26,10.53,10.53,5.26,5.26,0,15.79,21.05,15.79,0,0,10.53,5.26,0,5.26,5.26,0,0,15.79,0,0,0,10.53,10.53,5.26,0,0,0,0,5.26,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,15.79,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hey everyone i just sort of need to vent i am an extrovert by nature and this pandemic and quarantine have been messing with me something bad,No,27,-0.538860251,14.81481481,11.11111111,36.1,35.54,1.22,1,27,22.22,77.78,62.96,22.22,11.11,11.11,0,0,0,0,11.11,3.7,14.81,11.11,3.7,7.41,0,14.81,0,0,0,0,0,3.7,0,3.7,0,0,0,7.41,0,0,0,0,14.81,0,0,3.7,7.41,3.7,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,3.7,3.7,11.11,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at least here in the us optimism is increasing that this summer and fall we will have moved on from the worst phase of the crisis though i do fear that masking will drag on too long for purely political reasons,No,41,-0.538799479,14.63414634,2.43902439,67.4,68.71,91.58,3.09,41,12.2,92.68,60.98,14.63,7.32,2.44,4.88,0,0,0,7.32,7.32,17.07,12.2,7.32,4.88,0,14.63,7.32,4.88,0,0,2.44,7.32,2.44,4.88,2.44,0,0,4.88,0,0,0,0,7.32,2.44,2.44,0,0,2.44,2.44,0,0,0,0,0,0,0,0,0,14.63,4.88,0,2.44,2.44,4.88,2.44,7.32,4.88,21.95,7.32,12.2,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i just am praying he makes it through fuck covid all this shit is so unfair,No,16,-0.5375,18.75,6.25,1.92,10.58,1,1,16,12.5,93.75,56.25,25,12.5,6.25,0,0,6.25,0,12.5,0,6.25,12.5,12.5,6.25,0,31.25,6.25,0,0,0,6.25,18.75,0,18.75,0,12.5,0,6.25,0,0,0,6.25,12.5,0,6.25,0,0,6.25,0,0,0,0,0,12.5,6.25,0,6.25,0,0,0,0,0,0,0,0,25,6.25,0,0,0,0,0,0,0,0,6.25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am scared i might confuse the vaccine side effects with coronavirus symptoms or vice versa,No,16,-0.5375,25,12.5,56.25,3.05,95.6,1,16,31.25,75,43.75,12.5,12.5,12.5,0,0,0,0,0,6.25,6.25,12.5,0,6.25,0,12.5,6.25,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,25,6.25,6.25,0,18.75,0,6.25,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,6.25,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
they were talking about the pandemic before it became an issue within the u,No,14,-0.534522484,14.28571429,0,97.73,98.33,52.86,25.77,14,14.29,85.71,71.43,21.43,14.29,0,0,7.14,0,7.14,7.14,21.43,21.43,7.14,7.14,0,0,21.43,7.14,7.14,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,7.14,7.14,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have spiraled into depression and suicidal thoughts since losing my job last december,No,14,-0.534522484,21.42857143,14.28571429,68.29,7.67,99,1,14,35.71,92.86,42.86,14.29,14.29,14.29,0,0,0,0,0,0,14.29,7.14,0,7.14,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,7.14,0,7.14,0,28.57,0,7.14,21.43,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anyone else just completely defeated and overwhelmed by all of the loss?,No,12,-0.534048999,25,0,81.63,50,1.79,1,12,25,100,58.33,8.33,0,0,0,0,0,0,8.33,8.33,16.67,0,16.67,8.33,0,0,0,0,0,0,8.33,25,0,25,8.33,0,16.67,8.33,0,0,0,0,33.33,0,0,0,8.33,16.67,8.33,0,0,0,0,0,0,0,0,0,16.67,0,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0
and my depression and bad thoughts creeping in,No,8,-0.654073773,37.5,12.5,38.6,10.58,99,1,8,37.5,87.5,50,12.5,12.5,12.5,0,0,0,0,0,0,12.5,0,0,25,0,0,0,0,0,0,0,25,0,25,0,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have two autoimmune conditions and am overweight so i am high risk,No,13,-0.513097682,15.38461538,15.38461538,1,6.21,63.54,1,13,23.08,84.62,53.85,15.38,15.38,15.38,0,0,0,0,0,0,0,23.08,7.69,15.38,0,23.08,15.38,0,0,7.69,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,7.69,15.38,0,0,7.69,0,7.69,0,23.08,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it is getting me worried but i think i am misunderstanding something,No,12,-0.487355796,16.66666667,25,1,1,99,1,12,33.33,100,66.67,41.67,25,25,0,0,0,0,16.67,0,0,16.67,0,8.33,0,33.33,8.33,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,33.33,16.67,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
day 7 the tightness was still there but maybe slighty worse,No,10,-0.533634355,10,0,13.54,18.16,85.21,1,11,18.18,72.73,54.55,0,0,0,0,0,0,0,0,9.09,0,9.09,27.27,9.09,0,9.09,9.09,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,18.18,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,9.09,9.09,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
well seeing how i have been a complete nerd for most of my life nothing wrong whit that of course but it is rather hard having always be too much of an introvert when i was still a teen i really wish i was not and my chance of meeting the one who ive been waiting for since last oktober is also completly ruined becouse i am too much of an incel i guess but that does not matter soon,No,80,-0.522401381,6.25,10,10.19,3.05,74.76,2.89,80,10,91.25,66.25,16.25,11.25,11.25,0,0,0,0,5,6.25,10,15,12.5,7.5,3.75,20,3.75,1.25,3.75,1.25,3.75,5,1.25,3.75,0,0,1.25,3.75,0,0,0,0,18.75,0,2.5,2.5,3.75,3.75,7.5,2.5,1.25,0,1.25,1.25,0,1.25,0,0,2.5,0,0,1.25,0,1.25,5,10,2.5,8.75,0,0,8.75,2.5,0,0,0,0,0,1.25,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
i want my mom to cancel her trip to see me even if it stays negative but we are still fighting about it,No,23,-0.531868142,13.04347826,13.04347826,2.78,33.19,54.89,1,23,8.7,95.65,69.57,30.43,21.74,13.04,4.35,0,4.35,0,8.7,0,13.04,4.35,13.04,8.7,4.35,17.39,0,0,0,0,0,4.35,0,4.35,0,4.35,0,17.39,4.35,0,8.7,0,13.04,0,0,8.7,4.35,0,8.7,4.35,4.35,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,17.39,0,13.04,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i just want my shot that is literally the only thing i want i just want my fucking stupid shots and i could give less of a shit if anything bad happens afterwards,No,33,-0.530936851,15.15151515,18.18181818,9.4,1,2.4,1,33,15.15,90.91,57.58,27.27,18.18,18.18,0,0,0,0,9.09,6.06,3.03,6.06,9.09,6.06,0,21.21,9.09,3.03,0,0,3.03,12.12,0,12.12,0,9.09,0,3.03,0,0,0,0,18.18,0,0,15.15,6.06,0,3.03,0,0,0,0,6.06,3.03,0,3.03,0,3.03,0,0,0,0,3.03,0,18.18,0,3.03,0,0,3.03,0,0,0,0,0,0,6.06,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this seriously depresses me because i had been hoping that by summer the case numbers would be nonexistent and that the pandemic would be behind us but now i feel that there is no way we will ever beat this pandemic or virus no matter what,No,46,-0.530791042,13.04347826,6.52173913,1,25.7,27.39,4.13,46,15.22,84.78,71.74,23.91,10.87,6.52,4.35,0,0,0,13.04,4.35,4.35,17.39,8.7,8.7,4.35,21.74,0,0,2.17,0,0,6.52,2.17,4.35,0,0,2.17,4.35,0,0,0,0,17.39,2.17,2.17,6.52,4.35,2.17,4.35,2.17,0,0,2.17,0,0,0,0,0,6.52,4.35,2.17,2.17,0,0,4.35,10.87,4.35,10.87,0,4.35,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i had a full on panic attack this morning overanalyzing my sense of smell and taste scrutinizing my senses to the point of tears,No,24,-0.530722778,16.66666667,12.5,93.26,10.58,99,1,24,12.5,91.67,50,16.67,12.5,12.5,0,0,0,0,4.17,8.33,16.67,4.17,0,4.17,0,4.17,4.17,0,0,0,0,12.5,0,12.5,4.17,4.17,4.17,0,0,0,0,0,8.33,8.33,0,0,0,0,0,16.67,0,0,0,4.17,0,0,0,4.17,4.17,0,0,4.17,0,0,4.17,0,0,16.67,0,12.5,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i still just get upset and or angry,No,8,-0.530330086,25,12.5,1,1,99,1,8,0,100,62.5,12.5,12.5,12.5,0,0,0,0,0,0,0,0,25,25,0,12.5,25,0,0,0,0,25,0,25,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have been through so many therapists and contacted many offices and have reached nothing but dead ends,No,18,-0.530330086,5.555555556,5.555555556,1.92,13.32,23.51,25.77,18,33.33,94.44,55.56,5.56,5.56,5.56,0,0,0,0,0,0,5.56,16.67,5.56,22.22,5.56,22.22,0,0,0,0,11.11,0,0,0,0,0,0,5.56,0,0,0,0,11.11,0,0,0,0,5.56,5.56,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,11.11,11.11,0,5.56,0,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6 anyone wash their hands like probably too much?,No,8,-0.530330086,12.5,0,18.82,98.62,1,25.77,9,11.11,88.89,55.56,22.22,11.11,0,0,0,0,11.11,11.11,0,11.11,0,22.22,0,0,11.11,0,11.11,0,11.11,11.11,0,0,0,0,0,0,22.22,0,0,0,0,22.22,0,0,0,22.22,0,0,11.11,0,0,11.11,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0
bad because sometimes things feel weird or stale,No,8,-0.530330086,37.5,0,11.86,10.58,99,1,8,25,100,37.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,25,0,12.5,12.5,0,0,0,0,37.5,0,37.5,0,0,0,0,0,0,0,0,50,12.5,12.5,0,25,0,12.5,12.5,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
probably too late to cancel on them since theyre adamant on visiting the bay area over spring break,No,18,-0.530330086,22.22222222,0,98.87,95.2,99,25.77,18,16.67,83.33,55.56,5.56,5.56,0,0,0,0,5.56,0,5.56,27.78,5.56,11.11,0,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,11.11,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,5.56,0,50,5.56,22.22,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my parents argued that the risk was low anyways and that i should definitely get out to avoid my anxiety returning while taking all precautions,No,25,-0.53,12,12,21.49,34.44,69.14,1,25,24,96,56,20,12,12,0,0,0,0,8,4,8,8,8,8,0,16,0,0,0,0,4,24,4,20,12,4,4,8,4,0,0,0,12,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,24,4,0,4,8,8,4,4,0,16,0,8,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
it feels like i have to off myself and my brain wants me to do it right now because all that will wait for me in the future is hemorroids and severe myopia from spending too much time in front of the computer endless mutations endless quarantine,No,47,-0.529489919,6.382978723,10.63829787,72.05,14.37,92.84,4.35,47,17.02,95.74,59.57,17.02,10.64,10.64,0,0,0,0,6.38,4.26,19.15,8.51,4.26,6.38,0,17.02,4.26,2.13,0,0,4.26,2.13,0,2.13,0,0,0,0,0,0,0,0,8.51,2.13,2.13,2.13,0,2.13,0,2.13,0,0,2.13,6.38,2.13,4.26,0,0,0,0,0,0,0,0,0,14.89,6.38,19.15,0,10.64,8.51,2.13,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
though i was already feeling somewhat upset about the state of this virus and how slowly the vaccines are being distributed this really just made me more upset,No,28,-0.529150262,14.28571429,7.142857143,3.47,7.67,74.76,1,28,17.86,85.71,64.29,14.29,7.14,7.14,0,0,0,0,7.14,7.14,7.14,10.71,25,10.71,0,17.86,10.71,3.57,3.57,0,7.14,7.14,0,7.14,7.14,0,0,0,0,0,0,0,21.43,3.57,7.14,0,3.57,0,7.14,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,10.71,3.57,0,7.14,3.57,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so fucking upset and scared,No,7,-0.529150262,42.85714286,14.28571429,1,1,13.15,1,7,14.29,100,57.14,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,14.29,28.57,0,14.29,42.86,0,0,0,0,42.86,0,42.86,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
